,id,note__user__username,note__text,docstatement__text,docstatement__id,docstatement__technology__name
717,56724,delm,By end of century land area is more than five times larger for AR than BECCS.     ,"Despite the dissimilarities in land demand, cumulative carbon removal by end-of-century is similar for afforestation (703 GtCO2) and bioenergy CCS (591 GtCO2). ",594.0,H7_Lim_tech
718,56724,delm, The limiting factor for land-based mitigation is the availability of land.       ,"Despite the dissimilarities in land demand, cumulative carbon removal by end-of-century is similar for afforestation (703 GtCO2) and bioenergy CCS (591 GtCO2). ",594.0,H7_Lim_tech
719,56724,delm,By end of century land area is more than five times larger for AR than BECCS.     ,"Despite the dissimilarities in land demand, cumulative carbon removal by end-of-century is similar for afforestation (703 GtCO2) and bioenergy CCS (591 GtCO2). ",594.0,D2_Upscaling
720,56724,delm, The limiting factor for land-based mitigation is the availability of land.       ,"Despite the dissimilarities in land demand, cumulative carbon removal by end-of-century is similar for afforestation (703 GtCO2) and bioenergy CCS (591 GtCO2). ",594.0,D2_Upscaling
721,63022,,,"A sequestration credit, analogous to existing CCS tax credits, of $60/tCO2 could incent 30 Mt of sequestration and 6,900 km of pipeline infrastructure across the United States. Similarly, a carbon abatement credit, analogous to existing tradeable CO2 credits, of $90/tCO2 can incent 38 Mt of abatement.",595.0,C5_Carbon_price
722,63025,hilj,BECCS technology is immature ,"Carbon dioxide removal through the permanent sequestration of biogenic CO2 is a critical technique for climate change mitigation, but most bioenergy with carbon capture and sequestration (CCS) technologies are technically immature or commercially unavailable.",596.0,R1_Important
723,63025,hilj,One BECCS technology exists at scale: CCS of biogenic CO2 resulting from fermentation emissions,"Carbon dioxide removal through the permanent sequestration of biogenic CO2 is a critical technique for climate change mitigation, but most bioenergy with carbon capture and sequestration (CCS) technologies are technically immature or commercially unavailable.",596.0,R1_Important
724,63025,hilj,BECCS technology is immature ,"Carbon dioxide removal through the permanent sequestration of biogenic CO2 is a critical technique for climate change mitigation, but most bioenergy with carbon capture and sequestration (CCS) technologies are technically immature or commercially unavailable.",596.0,Z6_other
725,63025,hilj,One BECCS technology exists at scale: CCS of biogenic CO2 resulting from fermentation emissions,"Carbon dioxide removal through the permanent sequestration of biogenic CO2 is a critical technique for climate change mitigation, but most bioenergy with carbon capture and sequestration (CCS) technologies are technically immature or commercially unavailable.",596.0,Z6_other
726,63025,hilj,BECCS technology is immature ,examples of CCS of biogenic CO2 resulting from fermentation emissions already exist at scale,597.0,Z6_other
727,63025,hilj,One BECCS technology exists at scale: CCS of biogenic CO2 resulting from fermentation emissions,examples of CCS of biogenic CO2 resulting from fermentation emissions already exist at scale,597.0,Z6_other
728,63030,hilj,60% of US biorefineries would require pipelines to transport CO2 to suitable sites for geologic sequestration.,"The majority of midwestern biorefineries are not colocated with suitable sites for geologic sequestration (Fig. 1A). Based on source–sink matching, 60% of current nationwide capacity requires pipeline transport to basins in, for instance, Illinois, the Dakotas, Wyoming, or Kansas.",598.0,Z6_other
729,63041,hilj,"""Fermentation CO2 streams are a strategic early source for cost-effective CCS deployment in the United States."" ",Fermentation CO2 streams are a strategic early source for cost-effective CCS deployment in the United States.,599.0,Z6_other
730,63041,hilj,"""Integrated pipeline networks allow sequestration of biorefinery CO2 emissions at low overall cost""",Fermentation CO2 streams are a strategic early source for cost-effective CCS deployment in the United States.,599.0,Z6_other
731,63041,hilj,"""In practice, accounting for biogenic CO2 emissions and CO2 removal poses considerable challenges to policymakers""        ",Fermentation CO2 streams are a strategic early source for cost-effective CCS deployment in the United States.,599.0,Z6_other
732,63041,hilj,"""Fermentation CO2 streams are a strategic early source for cost-effective CCS deployment in the United States."" ","The current paradigm suggests that, although CCS from existing biorefineries has lower capture costs than for less-concentrated CO2 sources, like coal, it faces higher transport and sequestration costs due to their small scale (13, 14, 23). In contrast, our analysis shows that integrated pipeline networks allow sequestration of biorefinery CO2 emissions at low overall cost",600.0,Z4_technology
733,63041,hilj,"""Integrated pipeline networks allow sequestration of biorefinery CO2 emissions at low overall cost""","The current paradigm suggests that, although CCS from existing biorefineries has lower capture costs than for less-concentrated CO2 sources, like coal, it faces higher transport and sequestration costs due to their small scale (13, 14, 23). In contrast, our analysis shows that integrated pipeline networks allow sequestration of biorefinery CO2 emissions at low overall cost",600.0,Z4_technology
734,63041,hilj,"""In practice, accounting for biogenic CO2 emissions and CO2 removal poses considerable challenges to policymakers""        ","The current paradigm suggests that, although CCS from existing biorefineries has lower capture costs than for less-concentrated CO2 sources, like coal, it faces higher transport and sequestration costs due to their small scale (13, 14, 23). In contrast, our analysis shows that integrated pipeline networks allow sequestration of biorefinery CO2 emissions at low overall cost",600.0,Z4_technology
735,63045,hilj,"""Similar opportunities exist for EOR using fermentation CO2, creating additional revenues.""","Similar opportunities exist for EOR using fermentation CO2, creating additional revenues.",602.0,Z6_other
736,63045,hilj,"Other countries, including Brazil, China, Canada, and the European Union (EU), could adopt CCS at ethanol biorefineries at low costs","Similar opportunities exist for EOR using fermentation CO2, creating additional revenues.",602.0,Z6_other
737,63046,hilj,"""In this scenario, transport operators may wish to overbuild CO2 pipelines in anticipation of future CO2 supply from advanced BECCS technologies. Prior work has identified overbuilding as cost-effective when CO2 supply is expected to increase over time (32).""","In this scenario, transport operators may wish to overbuild CO2 pipelines in anticipation of future CO2 supply from advanced BECCS technologies. Prior work has identified overbuilding as cost-effective when CO2 supply is expected to increase over time (32).",604.0,Z6_other
738,63049,hilj,"CCS integration at biorefineries in the US could provide a cost-effective entry point to globally scale up BECCS by building critical experience with carbon sequestration, project finance, and business models for CCS.","However, CCS integration at biorefineries could catalyze the growth of carbon capture, transport, and sequestration in the United States. Such deployments would build critical experience with carbon sequestration, project finance, and business models for CCS, which would be applicable worldwide",605.0,Z6_other
739,51108,hilj,"""There is some evidence of an inverse correlation between CO2 budgets and non-Kyoto forcing""      ",There is some evidence of an inverse correlation between CO2 budgets and non-Kyoto forcing (IMAGE vs. GCAM). Some of the models with more (less) cumulative CO2 have smaller (larger) non-Kyoto forcing.,606.0,Z5_climate_system
740,51108,hilj,"""There is some evidence of an inverse correlation between CO2 budgets and non-Kyoto forcing""      ","In general, in the second half of the century, the models allow additional CO2 emissions under the 3.7 policy and pursue net negative emissions under the 2.8 policy.",607.0,D1_Dynamics
741,51108,hilj,"""There is some evidence of an inverse correlation between CO2 budgets and non-Kyoto forcing""      ",Also important are differences in emissions pathways and negative emissions technologies.,608.0,Z2_mitigation_pathway_dynamics
742,52000,hilj,Allocation of negative emissions from BECCS to the power sector is somehow arbitrary. It could also be allocated to land use.,"However, if in addition, the harvested biomass is used in plants with capture and geological storage ofCO2, then the net effect is that ofnegative emissions, which we then chose to attribute to land use (perhaps a little arbitrarily).",609.0,Z6_other
743,63023,,,"many BECCS technologies, including thermochemical conversion and postcombustion CO2 capture, are commercially and technologically immature (3, 4). For instance, large-scale biomass gasification faces technical hurdles, while cellulosic ethanol production and carbon capture and sequestration (CCS) have not yet reached widespread commercial adoption, despite policy support.",610.0,Z4_technology
744,63023,,,"many BECCS technologies, including thermochemical conversion and postcombustion CO2 capture, are commercially and technologically immature (3, 4). For instance, large-scale biomass gasification faces technical hurdles, while cellulosic ethanol production and carbon capture and sequestration (CCS) have not yet reached widespread commercial adoption, despite policy support.",610.0,Z6_other
745,63023,,,"In light of the perceived near-term unavailability of BECCS, CCS, and advanced bioenergy conversion processes, many have criticized the large-scale inclusion of these techniques in century-scale climate change mitigation pathways (5). For instance, gigatonne-scale BECCS deployment will likely require construction of a large-scale CO2 transport network to suitable geologic sequestration sites, commercialization of advanced biomass conversion technologies, and cultivation of novel bioenergy feedstocks at an unprecedented scale (3, 6, 7).",611.0,Z2_mitigation_pathway_dynamics
746,63023,,,"In light of the perceived near-term unavailability of BECCS, CCS, and advanced bioenergy conversion processes, many have criticized the large-scale inclusion of these techniques in century-scale climate change mitigation pathways (5). For instance, gigatonne-scale BECCS deployment will likely require construction of a large-scale CO2 transport network to suitable geologic sequestration sites, commercialization of advanced biomass conversion technologies, and cultivation of novel bioenergy feedstocks at an unprecedented scale (3, 6, 7).",611.0,D2_Upscaling
747,63023,,,"In light of the perceived near-term unavailability of BECCS, CCS, and advanced bioenergy conversion processes, many have criticized the large-scale inclusion of these techniques in century-scale climate change mitigation pathways (5). For instance, gigatonne-scale BECCS deployment will likely require construction of a large-scale CO2 transport network to suitable geologic sequestration sites, commercialization of advanced biomass conversion technologies, and cultivation of novel bioenergy feedstocks at an unprecedented scale (3, 6, 7).",611.0,Z4_technology
748,63023,,,"Underpinning these challenges is the fact that many existing bioenergy facilities are distant from geologic formations that allow for safe, reliable, and permanent CO2 sequestration. Near-term opportunities to develop, demonstrate, and deploy BECCS technologies can reduce costs, improve performance, and clarify their sustainable scale (8).",612.0,Z4_technology
749,63023,,,"At present, 3.7 MtCO2/y is sequestered in dedicated geologic storage worldwide via four CCS projects, while 28 MtCO2/y of industrial CO2 is utilized for enhanced oil recovery (EOR) (10). In contrast, recent 2 °C-consistent scenarios by the International Energy Agency envisage 4.2 GtCO2/y of emissions reductions via CCS by 2050, while median BECCS deployments in 2100 reach 12 GtCO2/y in 2 °C-consistent scenarios analyzed by the Intergovernmental Panel on Climate Change (5).",613.0,Z4_technology
750,64397,hilj,"""complementary exploration of a single subject through integrated assessment modeling (IAM) and through other disciplinary investigations can result in a beneficial iterative process""","complementary exploration of a single subject through integrated assessment modeling (IAM) and through other disciplinary investigations can result in a beneficial iterative process. Five of the papers use IAM to investigate CDR. The other four papers approach CDR through the lenses of ecology, carbon-cycle science, chemical engineering, and political science.",614.0,Z6_other
751,64402,hilj,The history of large-scale NETs deployments in IAMs,CDR is important because it empowers “overshoot” trajectories (den Elzen and van Vuuren 2007).,615.0,O1_Overshoot
752,64402,hilj,The history of large-scale NETs deployments in IAMs,the overshoot period could bring irreversible damage that would not have occurred if the target for 2100 had never been exceeded.,616.0,O2_Tipping
753,64402,hilj,The history of large-scale NETs deployments in IAMs,"In the Fourth Assessment Report (AR4) of the IPCC most of the scenarios focused on targets where 550–650 CO2e never to be exceeded, and only a few scenarios focused on more stringent targets. With AR5, policymakers asked modelers to focus on stringent objectives like the “two degrees” target, where the planet’s average surface temperature never exceeds its preindustrial value (200 years ago) by more than 2 °C. The AR4 scenarios with stringent targets featured CDR and were new to the modeling community, which became concerned that AR4 would be read as biased favorably toward the feasibility of the 2 °C target (Tavoni and Tol 2010). Subsequently, many models have incorporated CDR, thereby increasing the options for achieving stringent climate targets. Thus, paradoxically, despite little progress in international climate policy and increasing emissions, long-term climate stabilization through the lens of IAM appears easier and less expensive.",617.0,Z6_other
754,64406,,,All models give prominence to biological energy production with CO2 capture and storage (BECCS),618.0,R1_Important
755,64409,hilj,Regional distribution,"This competition is particularly transparent in Fuss et al., where the assumed cost of removing a marginal percent of baseline CO2 emissions is constant over time but depends exponentially on the percent already removed: the marginal costs ofabating 25 %, 50 %, and 75 % of baseline emissions are, respectively, about $10/tCO2, $100/tCO2, and $1000/tCO2.",619.0,C5_Carbon_price
756,64409,hilj,Regional distribution,"This competition is particularly transparent in Fuss et al., where the assumed cost of removing a marginal percent of baseline CO2 emissions is constant over time but depends exponentially on the percent already removed: the marginal costs ofabating 25 %, 50 %, and 75 % of baseline emissions are, respectively, about $10/tCO2, $100/tCO2, and $1000/tCO2.",619.0,Z6_other
757,64409,hilj,Regional distribution,"In Edmonds et al. and Chen & Tavoni, delayed participation can result in regional emissions that exceed some pre-specified cumulative global emissions, making the corresponding CO2e concentration target unobtainable. As a consequence of differential endowments, Chen & Tavoni expects BECCS to be implemented primarily in Latin America and assigns DAC especially to the transition economies and the MENA region (Middle East and North Africa). Edmonds et al. sees China, the U.S., and Latin America dominating, when CDR includes both afforestation and BECCS.",620.0,Z4_technology
758,64411,,,"The total global CO2 storage capacity, assuming minimal problems with public acceptance, ranges from 2100 GtCO2 in Fuss et al. to 7000 GtCO2 in Edmonds et al.—in all cases ample for century-scale conventional fossil-fuel-based CCS, BECCS, and DAC. ",621.0,Z4_technology
759,64411,,,"regional storage constraints do arise and give regions with large storage potential a competitive advantage in conducting CDR, provided inter-regional CO2 transport is absent.",622.0,Z4_technology
760,64412,,,"The peak rate of CDR activity is similar across all five models, ranging from 10 to 35 GtCO2/yr.",624.0,D2_Upscaling
761,64412,,,"A CDR contribution of 1000 GtCO2 reduces the equilibrium average surface temperature about 0.5 °C, according to the carbon budget approach (Matthews et al. 2012).",623.0,Z5_climate_system
762,64412,,,"Table 1 shows that cumulative CDR for the 21st century is on the order of 1000 GtCO2, bracketed by 500 GtCO2 and 1600 GtCO2.",625.0,D2_Upscaling
763,64412,,,"IAM models show that when strong targets for carbon mitigation are pursued, CDR technologies costing between $100/tCO2 and $1000/tCO2 contribute substantially to climate-change mitigation in the second halfofthe century",626.0,C5_Carbon_price
764,64412,,,"IAM models show that when strong targets for carbon mitigation are pursued, CDR technologies costing between $100/tCO2 and $1000/tCO2 contribute substantially to climate-change mitigation in the second halfofthe century",626.0,D1_Dynamics
765,64412,,,"residual emissions enter the atmosphere at one location, and at other locations a net-cumulative-emissions target is met by CDR that removes nearly an equivalent amount of CO2",627.0,D3_Residual
766,64412,,,"Overshoots are reported for three ofthe five models. They are much smaller in Kriegler et al. and Chen & Tavoni (40 ppm and 60 ppm for concentration overshoot, 0.05 °C and 0.06 °C for temperature overshoot, respectively) than in Edmonds et al. (where the overshoot ranges are 55 ppm to 135 ppm and 0.2 °C to 0.5 °C). The disparities in the ratio oftemperature overshoot to concentration overshoot across these three papers reflect differences in the timing of CDR implementation and the lagged relationship between concentration and temperature.",628.0,O1_Overshoot
767,64415,,,"BECCS is first implemented early in the century (around 2030), but most CDR via BECCS is achieved after 2050, when deep cuts in emissions are needed and carbon prices exceed $100/tCO2",629.0,C5_Carbon_price
768,64415,,,"BECCS is first implemented early in the century (around 2030), but most CDR via BECCS is achieved after 2050, when deep cuts in emissions are needed and carbon prices exceed $100/tCO2",629.0,D2_Upscaling
769,64415,,,"when BECCS is available for the same targets, it produces dramatic upward pressure on the biomass price, which increases to 31–94 $/GJ, depending on marginal production costs and scarcity rents.",630.0,T2_Food_price
770,64416,,,"In all five IAM models, CDR availability reduces conventional mitigation early in the century, relative to base cases where no CDR is available.",631.0,T5_Obstruct
771,64417,,,"The extent of late CDR and associated reduction in early conventional effort depends on the discount rate. The discount rate captures the willingness to transfer mitigation costs to future generations that will also face higher climate damages. Lowering the discount rate indeed reduces the scope for CDR in Chen & Tavoni. Given the potency for policy making of the issue ofappropriate current effort, the sensitivity of specific results to key assumptions in the IAM papers should make the reader cautious about carrying modeling results into the real world",632.0,T5_Obstruct
772,64418,hilj,"""transfer environmental risk from the atmosphere to the land""",This paper adds an important dimension to CDR research and raises the prospect that biological versions of CDR may largely transfer environmental risk from the atmosphere to the land.,633.0,Z4_technology
773,64419,,,"BECCS and DAC require low-cost, publicly acceptable, and abundant geological storage capacity for CO2",635.0,Z4_technology
774,64419,,,"Arguably, DAC could experience greater cost reductions than flue-gas capture, because a DAC facility has only a single objective, whereas conventional CCS at a large industrial facility is an add-on, complicating and compromising the core activity (e.g., producing power).",634.0,Z4_technology
775,64419,,,"The APS report and Mazzotti et al. propose that CO2 removal from the atmosphere will almost certainly be substantially more expensive than reducing (by retrofit or rebuild) nearly all of the emissions from large and concentrated sources of CO2 at coal and natural gas power plants, refineries, cement plants, and many other industrial facilities",636.0,Z4_technology
776,64420,,,"One can anticipate, therefore, that deliberate removal of CO2 from the atmosphere should be accompanied by ocean outgassing of CO2 and (with less certainty) reduction in the global stock of carbon in biomass. These are negative feedbacks on the CDR enterprise.",637.0,Z5_climate_system
777,64421,,,"a crude representation of outgassing in Chen & Tavoni indicates that this negative feedback can significantly reduce the scope for CDR. Although the terrestrial sink is much less well understood than the ocean sink, by a combination of measurement and modeling a coarse sketch of the geographical distribution of the terrestrial carbon sink is emerging. Eventually, models will incorporate a CDR-efficacy factor that accounts for all sources and sinks. For now, a conservative estimate—aligned with the strength of the negative feedbacks from the ocean and land observed today—would assume that a one-ton reduction in the atmospheric stock of CO2 requires two tons of CO2 to be removed from the atmosphere.",638.0,Z5_climate_system
778,64421,,,"a crude representation of outgassing in Chen & Tavoni indicates that this negative feedback can significantly reduce the scope for CDR. Although the terrestrial sink is much less well understood than the ocean sink, by a combination of measurement and modeling a coarse sketch of the geographical distribution of the terrestrial carbon sink is emerging. Eventually, models will incorporate a CDR-efficacy factor that accounts for all sources and sinks. For now, a conservative estimate—aligned with the strength of the negative feedbacks from the ocean and land observed today—would assume that a one-ton reduction in the atmospheric stock of CO2 requires two tons of CO2 to be removed from the atmosphere.",638.0,Z4_technology
779,64422,,,"Increased nitrogen availability has fed the world, but it has also had many adverse environmental consequences, such as eutrophication of coastal waterways and increased production of nitrous oxide (N2O), a potent greenhouse gas. BECCS can be expected to exacerbate these adverse consequences, even as it retards climate change.",639.0,Z4_technology
780,64422,,,Integrated assessment models that call for large demands on land have long incorporated ecological constraints that reduce the scope for bio-energy in climate change mitigation (van Vuuren et al. 2009).,640.0,Z4_technology
781,64424,,,Pace for the biological CDR options is constrained by how quickly land use can change.,641.0,Z4_technology
782,64425,,,The average “pace” of this rapid increase is 3 GtCO2/yr2. Bottlenecks that might constrain land use change on one billion hectares in a five-year period that begins just two years from now are not internal to this specific mitigation strategy in this specific model.,642.0,Z2_mitigation_pathway_dynamics
783,64425,,,"“Scale must also be thought about in terms of the human activity required to realize the approach, the scope of existing societal practices that must be transformed, the land-use footprint and potential environmental impacts. And this suggests ambitious estimates of CDR potentials—especially by mid-century—must be viewed with caution.”",643.0,Z4_technology
784,64425,,,"“Scale must also be thought about in terms of the human activity required to realize the approach, the scope of existing societal practices that must be transformed, the land-use footprint and potential environmental impacts. And this suggests ambitious estimates of CDR potentials—especially by mid-century—must be viewed with caution.”",643.0,Z2_mitigation_pathway_dynamics
785,64425,,,All CDR modeling will eventually take pace into account.,644.0,Z6_other
786,64426,,,"As summarized in Table 1, the papers in this issue contemplate CDR at 15 to 30 GtCO2/yr by 2100.",645.0,D2_Upscaling
787,64427,,,"Iterative risk management is essential for CDR, where uncertainty permeates every aspect.",646.0,Z6_other
788,64427,,,"uncertainty looms over the stabilization target, and, as seen in several of the papers in this issue, the extent of deployment of CDR is tightly coupled to the climate objective.",647.0,Z2_mitigation_pathway_dynamics
789,64427,,,"uncertainty looms over the stabilization target, and, as seen in several of the papers in this issue, the extent of deployment of CDR is tightly coupled to the climate objective.",647.0,Z5_climate_system
790,64427,,,"The competitiveness of fossil fuels is a second major source of uncertainty. Oversimplifying, there are two views today about how quickly the fossil-fuel era can be brought to a close: in just a few decades or in more like a full century. ",648.0,Z6_other
791,64427,,,"The competitiveness of fossil fuels is a second major source of uncertainty. Oversimplifying, there are two views today about how quickly the fossil-fuel era can be brought to a close: in just a few decades or in more like a full century. ",648.0,Z4_technology
792,64427,,,"The competitiveness of fossil fuels is a second major source of uncertainty. Oversimplifying, there are two views today about how quickly the fossil-fuel era can be brought to a close: in just a few decades or in more like a full century. ",648.0,Z2_mitigation_pathway_dynamics
793,64427,,,"A third uncertainty surrounds judgments about what Meadowcroft calls the “social impacts” of technology. Meadowcroft writes: “Typically it is only as a technology is rolled out into society that one can get a firm grip on the timing and strength of side effects, the operation of countervailing forces, and the mobilization of direct opposition.”",649.0,Z6_other
794,64427,,,"Analysis on behalf of iterative decision-making regarding the value of CDR will require contributions from practitioners of disciplines only minimally represented in the articles in this issue, including policy analysts, political scientists, lawyers, economists, psychologists, and sociologists.",650.0,Z6_other
795,63212,,,"Based on our results, if diffusion in developing regions relies heavily on earlier deployment in advanced regions, projections for certain technologies (e.g., bioenergy with carbon capture and storage) should be tempered.",651.0,Z4_technology
796,63212,,,"Based on our results, if diffusion in developing regions relies heavily on earlier deployment in advanced regions, projections for certain technologies (e.g., bioenergy with carbon capture and storage) should be tempered.",651.0,Z2_mitigation_pathway_dynamics
797,58780,minj,Leakeage associated with ocean CDR does not necessarily result in reduced CDR deployment as long as technology costs are sufficiently low.,"In contrast to Chen and Tavoni (2013) we find that the presence of carbon cycle feedbacks does not necessarily result in lower CDR deployment compared to the “perfect storage” case. While obviously higher operational cost result in less CDR deployment, the difference between oceanic CDR and perfect storage indicate that as long CDR is sufficiently cheap (from an operational cost perspective), extra CDR is carried out to compensate for leakage to the atmosphere and carbon cycle feedbacks (less ambient carbon uptake by the sinks).",652.0,Z6_other
798,58780,minj,Leakeage associated with ocean CDR does not necessarily result in reduced CDR deployment as long as technology costs are sufficiently low.,"In contrast to Chen and Tavoni (2013) we find that the presence of carbon cycle feedbacks does not necessarily result in lower CDR deployment compared to the “perfect storage” case. While obviously higher operational cost result in less CDR deployment, the difference between oceanic CDR and perfect storage indicate that as long CDR is sufficiently cheap (from an operational cost perspective), extra CDR is carried out to compensate for leakage to the atmosphere and carbon cycle feedbacks (less ambient carbon uptake by the sinks).",652.0,H6_NETs_portfolio
799,58784,minj,CDR uptake in CBA framework is higher than in cost-effectiveness.,"For all three carbon cycle models, the optimal amounts of CDR and net emission are higher in the CBA frameworks than in the 2C framework (Figure 1). This can be explained by the different time profile of CDR utilization and in turn different substitution effect.",653.0,Z6_other
800,58787,minj,100GtC sufficient to make 2°C feasible,"Without CDR the 2∘C target cannot be achieved under the DICE2016R specification of non-CO2 forcing, however, already a cumulative amount of 100 GtC CDR is sufficient (here the solid purple line indicating peak temperature drops to 2∘C) for compliance with 2∘C.",654.0,R1_Important
801,58787,minj,"While net negative emissions are only observed towards the end of the 21st century, NETS are already phased-in and upscaled before 2050.      ","Without CDR the 2∘C target cannot be achieved under the DICE2016R specification of non-CO2 forcing, however, already a cumulative amount of 100 GtC CDR is sufficient (here the solid purple line indicating peak temperature drops to 2∘C) for compliance with 2∘C.",654.0,R1_Important
802,58787,minj,100GtC sufficient to make 2°C feasible,"Without CDR the 2∘C target cannot be achieved under the DICE2016R specification of non-CO2 forcing, however, already a cumulative amount of 100 GtC CDR is sufficient (here the solid purple line indicating peak temperature drops to 2∘C) for compliance with 2∘C.",654.0,H2_2C
803,58787,minj,"While net negative emissions are only observed towards the end of the 21st century, NETS are already phased-in and upscaled before 2050.      ","Without CDR the 2∘C target cannot be achieved under the DICE2016R specification of non-CO2 forcing, however, already a cumulative amount of 100 GtC CDR is sufficient (here the solid purple line indicating peak temperature drops to 2∘C) for compliance with 2∘C.",654.0,H2_2C
804,58787,minj,100GtC sufficient to make 2°C feasible,"Without CDR the 2∘C target cannot be achieved under the DICE2016R specification of non-CO2 forcing, however, already a cumulative amount of 100 GtC CDR is sufficient (here the solid purple line indicating peak temperature drops to 2∘C) for compliance with 2∘C.",654.0,Z6_other
805,58787,minj,"While net negative emissions are only observed towards the end of the 21st century, NETS are already phased-in and upscaled before 2050.      ","Without CDR the 2∘C target cannot be achieved under the DICE2016R specification of non-CO2 forcing, however, already a cumulative amount of 100 GtC CDR is sufficient (here the solid purple line indicating peak temperature drops to 2∘C) for compliance with 2∘C.",654.0,Z6_other
806,58787,minj,100GtC sufficient to make 2°C feasible,"Furthermore, we observe a significant emission substitution effect.",655.0,D1_Dynamics
807,58787,minj,"While net negative emissions are only observed towards the end of the 21st century, NETS are already phased-in and upscaled before 2050.      ","Furthermore, we observe a significant emission substitution effect.",655.0,D1_Dynamics
808,58787,minj,100GtC sufficient to make 2°C feasible,"Furthermore, we observe a significant emission substitution effect.",655.0,Z2_mitigation_pathway_dynamics
809,58787,minj,"While net negative emissions are only observed towards the end of the 21st century, NETS are already phased-in and upscaled before 2050.      ","Furthermore, we observe a significant emission substitution effect.",655.0,Z2_mitigation_pathway_dynamics
810,58787,minj,100GtC sufficient to make 2°C feasible,In line with Anderson and Peters (2016) and Obersteiner et al. (2018) CDR is already deployed before 2050.,656.0,Z6_other
811,58787,minj,"While net negative emissions are only observed towards the end of the 21st century, NETS are already phased-in and upscaled before 2050.      ",In line with Anderson and Peters (2016) and Obersteiner et al. (2018) CDR is already deployed before 2050.,656.0,Z6_other
812,58787,minj,100GtC sufficient to make 2°C feasible,"Without sustained CDR, carbon added to the oceanic reservoir in excess of the equilibrium values with respect to upper ocean and atmosphere (in the carbon cycle model) redistributes to these reservoirs and we observe both, a peak and average warming beyond 2500.",657.0,Z6_other
813,58787,minj,"While net negative emissions are only observed towards the end of the 21st century, NETS are already phased-in and upscaled before 2050.      ","Without sustained CDR, carbon added to the oceanic reservoir in excess of the equilibrium values with respect to upper ocean and atmosphere (in the carbon cycle model) redistributes to these reservoirs and we observe both, a peak and average warming beyond 2500.",657.0,Z6_other
814,58795,minj,In this paper there are a variety of findings that there is no substitution effect in CBA framework. But this is only due to damage cost specification that results in an optimal warming of 4°C. Not so sure whether we want to include such findeings...,"Because of the rather fast exchange, the substitution effect is smaller with oceanic CDR (and only present for very flat CDR cost that allow carrying out the extra CDR to compensate for the carbon cycle feedbacks) than with perfect storage. Accordingly, a social planner who falsely assumes perfect storage would set emission reductions too low (and in turn emissions are too high) such that more CDR is needed to compensate for carbon returning to atmosphere. In sum, the false assumption with respect to CDR results in an extra cumulative amount of CDR of about 180 GtC in comparison to the optimal amount of 1500 GtC under the correct assumption.",658.0,R1_Important
815,58795,minj,Ocean storage is leaky and requires additional CDR for compensation  ,"Because of the rather fast exchange, the substitution effect is smaller with oceanic CDR (and only present for very flat CDR cost that allow carrying out the extra CDR to compensate for the carbon cycle feedbacks) than with perfect storage. Accordingly, a social planner who falsely assumes perfect storage would set emission reductions too low (and in turn emissions are too high) such that more CDR is needed to compensate for carbon returning to atmosphere. In sum, the false assumption with respect to CDR results in an extra cumulative amount of CDR of about 180 GtC in comparison to the optimal amount of 1500 GtC under the correct assumption.",658.0,R1_Important
816,58795,minj,In this paper there are a variety of findings that there is no substitution effect in CBA framework. But this is only due to damage cost specification that results in an optimal warming of 4°C. Not so sure whether we want to include such findeings...,"Because of the rather fast exchange, the substitution effect is smaller with oceanic CDR (and only present for very flat CDR cost that allow carrying out the extra CDR to compensate for the carbon cycle feedbacks) than with perfect storage. Accordingly, a social planner who falsely assumes perfect storage would set emission reductions too low (and in turn emissions are too high) such that more CDR is needed to compensate for carbon returning to atmosphere. In sum, the false assumption with respect to CDR results in an extra cumulative amount of CDR of about 180 GtC in comparison to the optimal amount of 1500 GtC under the correct assumption.",658.0,Z6_other
817,58795,minj,Ocean storage is leaky and requires additional CDR for compensation  ,"Because of the rather fast exchange, the substitution effect is smaller with oceanic CDR (and only present for very flat CDR cost that allow carrying out the extra CDR to compensate for the carbon cycle feedbacks) than with perfect storage. Accordingly, a social planner who falsely assumes perfect storage would set emission reductions too low (and in turn emissions are too high) such that more CDR is needed to compensate for carbon returning to atmosphere. In sum, the false assumption with respect to CDR results in an extra cumulative amount of CDR of about 180 GtC in comparison to the optimal amount of 1500 GtC under the correct assumption.",658.0,Z6_other
818,58812,minj,Description of how model assumptions influence substitution effect.,"Furthermore, the substitution effect is strongly dependent on the assumptions in DICE2016R with respect to the exogenous development of the carbon intensity and the backstop price. With less optimistic assumptions in this regard, we would observe a much stronger substitution effect also in the cost-benefit framework. While the magnitude of the substitution effect influences the magnitude of the outgassing and temperature increase beyond the year 2500, both are not inevitable outcomes of CDR policies obtained from the DICE2016R model.",659.0,D1_Dynamics
819,58812,minj,Description of how model assumptions influence substitution effect.,"Furthermore, the substitution effect is strongly dependent on the assumptions in DICE2016R with respect to the exogenous development of the carbon intensity and the backstop price. With less optimistic assumptions in this regard, we would observe a much stronger substitution effect also in the cost-benefit framework. While the magnitude of the substitution effect influences the magnitude of the outgassing and temperature increase beyond the year 2500, both are not inevitable outcomes of CDR policies obtained from the DICE2016R model.",659.0,Z2_mitigation_pathway_dynamics
